Year,Month,Day,Hour,KW,MW,data
2022,1,1,0,1380.89,1.38089,1/1/22 0:00
2022,1,1,1,1328.15,1.32815,1/1/22 1:00
2022,1,1,2,1333.56,1.33356,1/1/22 2:00
2022,1,1,3,1328.54,1.32854,1/1/22 3:00
2022,1,1,4,1367.73,1.36773,1/1/22 4:00
2022,1,1,5,1483.8,1.4838,1/1/22 5:00
2022,1,1,6,1578.19,1.57819,1/1/22 6:00
2022,1,1,7,1653.14,1.65314,1/1/22 7:00
2022,1,1,8,1624.6,1.6246,1/1/22 8:00
2022,1,1,9,1557.19,1.55719,1/1/22 9:00
2022,1,1,10,1483.07,1.48307,1/1/22 10:00
2022,1,1,11,1474.18,1.47418,1/1/22 11:00
2022,1,1,12,1429.69,1.42969,1/1/22 12:00
2022,1,1,13,1353.41,1.35341,1/1/22 13:00
2022,1,1,14,1323.37,1.32337,1/1/22 14:00
2022,1,1,15,1347.17,1.34717,1/1/22 15:00
2022,1,1,16,1373.86,1.37386,1/1/22 16:00
2022,1,1,17,1424.42,1.42442,1/1/22 17:00
2022,1,1,18,1489.68,1.48968,1/1/22 18:00
2022,1,1,19,1543.33,1.54333,1/1/22 19:00
2022,1,1,20,1621.49,1.62149,1/1/22 20:00
2022,1,1,21,1660.88,1.66088,1/1/22 21:00
2022,1,1,22,1626.06,1.62606,1/1/22 22:00
2022,1,1,23,1440.3,1.4403,1/1/22 23:00
2022,1,2,0,1559.08,1.55908,1/2/22 0:00
2022,1,2,1,1650.34,1.65034,1/2/22 1:00
2022,1,2,2,1586.84,1.58684,1/2/22 2:00
2022,1,2,3,1537.1,1.5371,1/2/22 3:00
2022,1,2,4,1585.64,1.58564,1/2/22 4:00
2022,1,2,5,1659.33,1.65933,1/2/22 5:00
2022,1,2,6,1905.64,1.90564,1/2/22 6:00
2022,1,2,7,1844.74,1.84474,1/2/22 7:00
2022,1,2,8,1866.02,1.86602,1/2/22 8:00
2022,1,2,9,1598.66,1.59866,1/2/22 9:00
2022,1,2,10,1446.55,1.44655,1/2/22 10:00
2022,1,2,11,1398.98,1.39898,1/2/22 11:00
2022,1,2,12,1354.13,1.35413,1/2/22 12:00
2022,1,2,13,1227.29,1.22729,1/2/22 13:00
2022,1,2,14,1195.48,1.19548,1/2/22 14:00
2022,1,2,15,1149.94,1.14994,1/2/22 15:00
2022,1,2,16,1104.73,1.10473,1/2/22 16:00
2022,1,2,17,1129.21,1.12921,1/2/22 17:00
2022,1,2,18,1347.68,1.34768,1/2/22 18:00
2022,1,2,19,1421.85,1.42185,1/2/22 19:00
2022,1,2,20,1310.01,1.31001,1/2/22 20:00
2022,1,2,21,1310.73,1.31073,1/2/22 21:00
2022,1,2,22,1371.35,1.37135,1/2/22 22:00
2022,1,2,23,1425.37,1.42537,1/2/22 23:00
2022,1,3,0,1441.96,1.44196,1/3/22 0:00
2022,1,3,1,1440.94,1.44094,1/3/22 1:00
2022,1,3,2,1631.88,1.63188,1/3/22 2:00
2022,1,3,3,1622.63,1.62263,1/3/22 3:00
2022,1,3,4,1713.51,1.71351,1/3/22 4:00
2022,1,3,5,2150.67,2.15067,1/3/22 5:00
2022,1,3,6,2738.42,2.73842,1/3/22 6:00
2022,1,3,7,3010.06,3.01006,1/3/22 7:00
2022,1,3,8,2922.25,2.92225,1/3/22 8:00
2022,1,3,9,2561.28,2.56128,1/3/22 9:00
2022,1,3,10,2270.59,2.27059,1/3/22 10:00
2022,1,3,11,2129.02,2.12902,1/3/22 11:00
2022,1,3,12,1986.79,1.98679,1/3/22 12:00
2022,1,3,13,1820.8,1.8208,1/3/22 13:00
2022,1,3,14,1642,1.642,1/3/22 14:00
2022,1,3,15,1605.53,1.60553,1/3/22 15:00
2022,1,3,16,1557.85,1.55785,1/3/22 16:00
2022,1,3,17,1521.3,1.5213,1/3/22 17:00
2022,1,3,18,1631.6,1.6316,1/3/22 18:00
2022,1,3,19,1661.41,1.66141,1/3/22 19:00
2022,1,3,20,1604.47,1.60447,1/3/22 20:00
2022,1,3,21,1554.13,1.55413,1/3/22 21:00
2022,1,3,22,1597.08,1.59708,1/3/22 22:00
2022,1,3,23,1516.77,1.51677,1/3/22 23:00
2022,1,4,0,1528.91,1.52891,1/4/22 0:00
2022,1,4,1,1540.55,1.54055,1/4/22 1:00
2022,1,4,2,1557.68,1.55768,1/4/22 2:00
2022,1,4,3,1643.15,1.64315,1/4/22 3:00
2022,1,4,4,1781.49,1.78149,1/4/22 4:00
2022,1,4,5,2006.61,2.00661,1/4/22 5:00
2022,1,4,6,2116.79,2.11679,1/4/22 6:00
2022,1,4,7,2278.13,2.27813,1/4/22 7:00
2022,1,4,8,2205.59,2.20559,1/4/22 8:00
2022,1,4,9,1991.24,1.99124,1/4/22 9:00
2022,1,4,10,1756.08,1.75608,1/4/22 10:00
2022,1,4,11,1650.13,1.65013,1/4/22 11:00
2022,1,4,12,1517.46,1.51746,1/4/22 12:00
2022,1,4,13,1405.88,1.40588,1/4/22 13:00
2022,1,4,14,1440.18,1.44018,1/4/22 14:00
2022,1,4,15,1255.07,1.25507,1/4/22 15:00
2022,1,4,16,1222.06,1.22206,1/4/22 16:00
2022,1,4,17,1167.95,1.16795,1/4/22 17:00
2022,1,4,18,1262.37,1.26237,1/4/22 18:00
2022,1,4,19,1380.08,1.38008,1/4/22 19:00
2022,1,4,20,1578.13,1.57813,1/4/22 20:00
2022,1,4,21,1598.66,1.59866,1/4/22 21:00
2022,1,4,22,1545.91,1.54591,1/4/22 22:00
2022,1,4,23,1492.15,1.49215,1/4/22 23:00
2022,1,5,0,1500.86,1.50086,1/5/22 0:00
2022,1,5,1,1500.05,1.50005,1/5/22 1:00
2022,1,5,2,1577.88,1.57788,1/5/22 2:00
2022,1,5,3,1464.21,1.46421,1/5/22 3:00
2022,1,5,4,1539.16,1.53916,1/5/22 4:00
2022,1,5,5,1727.97,1.72797,1/5/22 5:00
2022,1,5,6,2045.14,2.04514,1/5/22 6:00
2022,1,5,7,2140.68,2.14068,1/5/22 7:00
2022,1,5,8,2136.48,2.13648,1/5/22 8:00
2022,1,5,9,1933.41,1.93341,1/5/22 9:00
2022,1,5,10,1750.02,1.75002,1/5/22 10:00
2022,1,5,11,1628,1.628,1/5/22 11:00
2022,1,5,12,1767.5,1.7675,1/5/22 12:00
2022,1,5,13,1586.51,1.58651,1/5/22 13:00
2022,1,5,14,1623.06,1.62306,1/5/22 14:00
2022,1,5,15,1646.55,1.64655,1/5/22 15:00
2022,1,5,16,1565.89,1.56589,1/5/22 16:00
2022,1,5,17,1556.22,1.55622,1/5/22 17:00
2022,1,5,18,1705.82,1.70582,1/5/22 18:00
2022,1,5,19,1778.86,1.77886,1/5/22 19:00
2022,1,5,20,1643.22,1.64322,1/5/22 20:00
2022,1,5,21,1631.82,1.63182,1/5/22 21:00
2022,1,5,22,1640.31,1.64031,1/5/22 22:00
2022,1,5,23,1636.69,1.63669,1/5/22 23:00
2022,1,6,0,1608.73,1.60873,1/6/22 0:00
2022,1,6,1,1603.85,1.60385,1/6/22 1:00
2022,1,6,2,1493.03,1.49303,1/6/22 2:00
2022,1,6,3,1682.13,1.68213,1/6/22 3:00
2022,1,6,4,1856,1.856,1/6/22 4:00
2022,1,6,5,2077.31,2.07731,1/6/22 5:00
2022,1,6,6,2493.99,2.49399,1/6/22 6:00
2022,1,6,7,2516.7,2.5167,1/6/22 7:00
2022,1,6,8,2478.17,2.47817,1/6/22 8:00
2022,1,6,9,2241.2,2.2412,1/6/22 9:00
2022,1,6,10,2098.41,2.09841,1/6/22 10:00
2022,1,6,11,1943.12,1.94312,1/6/22 11:00
2022,1,6,12,1740.79,1.74079,1/6/22 12:00
2022,1,6,13,1631.1,1.6311,1/6/22 13:00
2022,1,6,14,1539.02,1.53902,1/6/22 14:00
2022,1,6,15,1545.72,1.54572,1/6/22 15:00
2022,1,6,16,1435.49,1.43549,1/6/22 16:00
2022,1,6,17,1384.51,1.38451,1/6/22 17:00
2022,1,6,18,1508.2,1.5082,1/6/22 18:00
2022,1,6,19,1626.39,1.62639,1/6/22 19:00
2022,1,6,20,1566.86,1.56686,1/6/22 20:00
2022,1,6,21,1568.32,1.56832,1/6/22 21:00
2022,1,6,22,1605.27,1.60527,1/6/22 22:00
2022,1,6,23,1559.81,1.55981,1/6/22 23:00
2022,1,7,0,1539.84,1.53984,1/7/22 0:00
2022,1,7,1,1515.24,1.51524,1/7/22 1:00
2022,1,7,2,1570.46,1.57046,1/7/22 2:00
2022,1,7,3,1618.82,1.61882,1/7/22 3:00
2022,1,7,4,1541.63,1.54163,1/7/22 4:00
2022,1,7,5,1713.47,1.71347,1/7/22 5:00
2022,1,7,6,2111.07,2.11107,1/7/22 6:00
2022,1,7,7,2445.02,2.44502,1/7/22 7:00
2022,1,7,8,2370.95,2.37095,1/7/22 8:00
2022,1,7,9,2157.19,2.15719,1/7/22 9:00
2022,1,7,10,1999.61,1.99961,1/7/22 10:00
2022,1,7,11,1815.14,1.81514,1/7/22 11:00
2022,1,7,12,1615.18,1.61518,1/7/22 12:00
2022,1,7,13,1496.13,1.49613,1/7/22 13:00
2022,1,7,14,1503.54,1.50354,1/7/22 14:00
2022,1,7,15,1502.61,1.50261,1/7/22 15:00
2022,1,7,16,1461.03,1.46103,1/7/22 16:00
2022,1,7,17,1435.99,1.43599,1/7/22 17:00
2022,1,7,18,1433.76,1.43376,1/7/22 18:00
2022,1,7,19,1388.96,1.38896,1/7/22 19:00
2022,1,7,20,1377.87,1.37787,1/7/22 20:00
2022,1,7,21,1399.65,1.39965,1/7/22 21:00
2022,1,7,22,1414.83,1.41483,1/7/22 22:00
2022,1,7,23,1335.49,1.33549,1/7/22 23:00
2022,1,8,0,1369.02,1.36902,1/8/22 0:00
2022,1,8,1,1418.75,1.41875,1/8/22 1:00
2022,1,8,2,1465.57,1.46557,1/8/22 2:00
2022,1,8,3,1484.18,1.48418,1/8/22 3:00
2022,1,8,4,1537.94,1.53794,1/8/22 4:00
2022,1,8,5,1471.41,1.47141,1/8/22 5:00
2022,1,8,6,1575.21,1.57521,1/8/22 6:00
2022,1,8,7,1478.66,1.47866,1/8/22 7:00
2022,1,8,8,1365.47,1.36547,1/8/22 8:00
2022,1,8,9,1350.81,1.35081,1/8/22 9:00
2022,1,8,10,1502.99,1.50299,1/8/22 10:00
2022,1,8,11,1338.19,1.33819,1/8/22 11:00
2022,1,8,12,1186.46,1.18646,1/8/22 12:00
2022,1,8,13,1133.78,1.13378,1/8/22 13:00
2022,1,8,14,1153.08,1.15308,1/8/22 14:00
2022,1,8,15,1161.54,1.16154,1/8/22 15:00
2022,1,8,16,1096.49,1.09649,1/8/22 16:00
2022,1,8,17,1099.76,1.09976,1/8/22 17:00
2022,1,8,18,1176.82,1.17682,1/8/22 18:00
2022,1,8,19,1199.68,1.19968,1/8/22 19:00
2022,1,8,20,1239.52,1.23952,1/8/22 20:00
2022,1,8,21,1272.72,1.27272,1/8/22 21:00
2022,1,8,22,1308.92,1.30892,1/8/22 22:00
2022,1,8,23,1247.57,1.24757,1/8/22 23:00
2022,1,9,0,1419.03,1.41903,1/9/22 0:00
2022,1,9,1,1454.56,1.45456,1/9/22 1:00
2022,1,9,2,1526.08,1.52608,1/9/22 2:00
2022,1,9,3,1546.24,1.54624,1/9/22 3:00
2022,1,9,4,1616.04,1.61604,1/9/22 4:00
2022,1,9,5,1637.25,1.63725,1/9/22 5:00
2022,1,9,6,1523.62,1.52362,1/9/22 6:00
2022,1,9,7,1500.58,1.50058,1/9/22 7:00
2022,1,9,8,1446.73,1.44673,1/9/22 8:00
2022,1,9,9,1398.3,1.3983,1/9/22 9:00
2022,1,9,10,1298.77,1.29877,1/9/22 10:00
2022,1,9,11,1170.65,1.17065,1/9/22 11:00
2022,1,9,12,1072.58,1.07258,1/9/22 12:00
2022,1,9,13,1002.47,1.00247,1/9/22 13:00
2022,1,9,14,1136.61,1.13661,1/9/22 14:00
2022,1,9,15,1211.75,1.21175,1/9/22 15:00
2022,1,9,16,1211.9,1.2119,1/9/22 16:00
2022,1,9,17,1212.06,1.21206,1/9/22 17:00
2022,1,9,18,1170.07,1.17007,1/9/22 18:00
2022,1,9,19,1102.91,1.10291,1/9/22 19:00
2022,1,9,20,1112.13,1.11213,1/9/22 20:00
2022,1,9,21,1128.13,1.12813,1/9/22 21:00
2022,1,9,22,1212.84,1.21284,1/9/22 22:00
2022,1,9,23,1210.9,1.2109,1/9/22 23:00
2022,1,10,0,1156.68,1.15668,1/10/22 0:00
2022,1,10,1,1174.74,1.17474,1/10/22 1:00
2022,1,10,2,1275.79,1.27579,1/10/22 2:00
2022,1,10,3,1302.57,1.30257,1/10/22 3:00
2022,1,10,4,1398.59,1.39859,1/10/22 4:00
2022,1,10,5,1618.05,1.61805,1/10/22 5:00
2022,1,10,6,2065.5,2.0655,1/10/22 6:00
2022,1,10,7,2142.32,2.14232,1/10/22 7:00
2022,1,10,8,2101.54,2.10154,1/10/22 8:00
2022,1,10,9,1899.83,1.89983,1/10/22 9:00
2022,1,10,10,1706.67,1.70667,1/10/22 10:00
2022,1,10,11,1656.84,1.65684,1/10/22 11:00
2022,1,10,12,1619.9,1.6199,1/10/22 12:00
2022,1,10,13,1604.06,1.60406,1/10/22 13:00
2022,1,10,14,1624.73,1.62473,1/10/22 14:00
2022,1,10,15,1608.63,1.60863,1/10/22 15:00
2022,1,10,16,1512.47,1.51247,1/10/22 16:00
2022,1,10,17,1465.92,1.46592,1/10/22 17:00
2022,1,10,18,1496.78,1.49678,1/10/22 18:00
2022,1,10,19,1486.71,1.48671,1/10/22 19:00
2022,1,10,20,1375.34,1.37534,1/10/22 20:00
2022,1,10,21,1337.03,1.33703,1/10/22 21:00
2022,1,10,22,1307.97,1.30797,1/10/22 22:00
2022,1,10,23,1246.2,1.2462,1/10/22 23:00
2022,1,11,0,1291.73,1.29173,1/11/22 0:00
2022,1,11,1,1274.5,1.2745,1/11/22 1:00
2022,1,11,2,1370.05,1.37005,1/11/22 2:00
2022,1,11,3,1449.46,1.44946,1/11/22 3:00
2022,1,11,4,1502.71,1.50271,1/11/22 4:00
2022,1,11,5,1661.09,1.66109,1/11/22 5:00
2022,1,11,6,2015.24,2.01524,1/11/22 6:00
2022,1,11,7,2107.67,2.10767,1/11/22 7:00
2022,1,11,8,2115.59,2.11559,1/11/22 8:00
2022,1,11,9,2056.7,2.0567,1/11/22 9:00
2022,1,11,10,1881.67,1.88167,1/11/22 10:00
2022,1,11,11,1746.1,1.7461,1/11/22 11:00
2022,1,11,12,1649.27,1.64927,1/11/22 12:00
2022,1,11,13,756.06,0.75606,1/11/22 13:00
2022,1,11,14,1192.55,1.19255,1/11/22 14:00
2022,1,11,15,1189.16,1.18916,1/11/22 15:00
2022,1,11,16,1519.71,1.51971,1/11/22 16:00
2022,1,11,17,1126.07,1.12607,1/11/22 17:00
2022,1,11,18,1131.05,1.13105,1/11/22 18:00
2022,1,11,19,726.36,0.72636,1/11/22 19:00
2022,1,11,20,1394.58,1.39458,1/11/22 20:00
2022,1,11,21,1350.69,1.35069,1/11/22 21:00
2022,1,11,22,1034.75,1.03475,1/11/22 22:00
2022,1,11,23,1351.27,1.35127,1/11/22 23:00
2022,1,12,0,1308.61,1.30861,1/12/22 0:00
2022,1,12,1,1414.95,1.41495,1/12/22 1:00
2022,1,12,2,1105.32,1.10532,1/12/22 2:00
2022,1,12,3,777.33,0.77733,1/12/22 3:00
2022,1,12,4,797.19,0.79719,1/12/22 4:00
2022,1,12,5,848.94,0.84894,1/12/22 5:00
2022,1,12,6,2021.26,2.02126,1/12/22 6:00
2022,1,12,7,2339.59,2.33959,1/12/22 7:00
2022,1,12,8,2288.74,2.28874,1/12/22 8:00
2022,1,12,9,2243.71,2.24371,1/12/22 9:00
2022,1,12,10,2026.73,2.02673,1/12/22 10:00
2022,1,12,11,1855.39,1.85539,1/12/22 11:00
2022,1,12,12,1582.38,1.58238,1/12/22 12:00
2022,1,12,13,1598.96,1.59896,1/12/22 13:00
2022,1,12,14,1643.57,1.64357,1/12/22 14:00
2022,1,12,15,1562.53,1.56253,1/12/22 15:00
2022,1,12,16,1526.12,1.52612,1/12/22 16:00
2022,1,12,17,1514.36,1.51436,1/12/22 17:00
2022,1,12,18,1504.76,1.50476,1/12/22 18:00
2022,1,12,19,1512.24,1.51224,1/12/22 19:00
2022,1,12,20,1450.56,1.45056,1/12/22 20:00
2022,1,12,21,1488.06,1.48806,1/12/22 21:00
2022,1,12,22,1566.03,1.56603,1/12/22 22:00
2022,1,12,23,1485.29,1.48529,1/12/22 23:00
2022,1,13,0,1502.44,1.50244,1/13/22 0:00
2022,1,13,1,1514.97,1.51497,1/13/22 1:00
2022,1,13,2,1606.89,1.60689,1/13/22 2:00
2022,1,13,3,1613.83,1.61383,1/13/22 3:00
2022,1,13,4,1671.78,1.67178,1/13/22 4:00
2022,1,13,5,1761.69,1.76169,1/13/22 5:00
2022,1,13,6,2351.86,2.35186,1/13/22 6:00
2022,1,13,7,2549.02,2.54902,1/13/22 7:00
2022,1,13,8,2431.5,2.4315,1/13/22 8:00
2022,1,13,9,2213.2,2.2132,1/13/22 9:00
2022,1,13,10,1950.28,1.95028,1/13/22 10:00
2022,1,13,11,1736.89,1.73689,1/13/22 11:00
2022,1,13,12,1608.77,1.60877,1/13/22 12:00
2022,1,13,13,1529.12,1.52912,1/13/22 13:00
2022,1,13,14,1556.19,1.55619,1/13/22 14:00
2022,1,13,15,1568.04,1.56804,1/13/22 15:00
2022,1,13,16,1544.24,1.54424,1/13/22 16:00
2022,1,13,17,1541.38,1.54138,1/13/22 17:00
2022,1,13,18,1494.73,1.49473,1/13/22 18:00
2022,1,13,19,1460.02,1.46002,1/13/22 19:00
2022,1,13,20,1492.55,1.49255,1/13/22 20:00
2022,1,13,21,1507.53,1.50753,1/13/22 21:00
2022,1,13,22,1546.07,1.54607,1/13/22 22:00
2022,1,13,23,1435.85,1.43585,1/13/22 23:00
2022,1,14,0,1390.99,1.39099,1/14/22 0:00
2022,1,14,1,1456.82,1.45682,1/14/22 1:00
2022,1,14,2,1423.92,1.42392,1/14/22 2:00
2022,1,14,3,1447.96,1.44796,1/14/22 3:00
2022,1,14,4,1548.16,1.54816,1/14/22 4:00
2022,1,14,5,1682.74,1.68274,1/14/22 5:00
2022,1,14,6,1940.21,1.94021,1/14/22 6:00
2022,1,14,7,1984.62,1.98462,1/14/22 7:00
2022,1,14,8,1965.33,1.96533,1/14/22 8:00
2022,1,14,9,1848.25,1.84825,1/14/22 9:00
2022,1,14,10,1765.91,1.76591,1/14/22 10:00
2022,1,14,11,1659.03,1.65903,1/14/22 11:00
2022,1,14,12,1497.09,1.49709,1/14/22 12:00
2022,1,14,13,1442.18,1.44218,1/14/22 13:00
2022,1,14,14,1436.97,1.43697,1/14/22 14:00
2022,1,14,15,1411.99,1.41199,1/14/22 15:00
2022,1,14,16,1416.21,1.41621,1/14/22 16:00
2022,1,14,17,1361.27,1.36127,1/14/22 17:00
2022,1,14,18,1351.38,1.35138,1/14/22 18:00
2022,1,14,19,1369.4,1.3694,1/14/22 19:00
2022,1,14,20,1413.28,1.41328,1/14/22 20:00
2022,1,14,21,1523.61,1.52361,1/14/22 21:00
2022,1,14,22,1484.99,1.48499,1/14/22 22:00
2022,1,14,23,1439.81,1.43981,1/14/22 23:00
2022,1,15,0,1468.41,1.46841,1/15/22 0:00
2022,1,15,1,1505.74,1.50574,1/15/22 1:00
2022,1,15,2,1558.15,1.55815,1/15/22 2:00
2022,1,15,3,1513.62,1.51362,1/15/22 3:00
2022,1,15,4,1492.34,1.49234,1/15/22 4:00
2022,1,15,5,1429.06,1.42906,1/15/22 5:00
2022,1,15,6,1522.97,1.52297,1/15/22 6:00
2022,1,15,7,1446.45,1.44645,1/15/22 7:00
2022,1,15,8,1378.77,1.37877,1/15/22 8:00
2022,1,15,9,1369.32,1.36932,1/15/22 9:00
2022,1,15,10,1292.78,1.29278,1/15/22 10:00
2022,1,15,11,1238.32,1.23832,1/15/22 11:00
2022,1,15,12,1161.17,1.16117,1/15/22 12:00
2022,1,15,13,1154.95,1.15495,1/15/22 13:00
2022,1,15,14,1212.11,1.21211,1/15/22 14:00
2022,1,15,15,1195.03,1.19503,1/15/22 15:00
2022,1,15,16,1172.73,1.17273,1/15/22 16:00
2022,1,15,17,1168.79,1.16879,1/15/22 17:00
2022,1,15,18,1159.89,1.15989,1/15/22 18:00
2022,1,15,19,1144.18,1.14418,1/15/22 19:00
2022,1,15,20,1218.86,1.21886,1/15/22 20:00
2022,1,15,21,1242.3,1.2423,1/15/22 21:00
2022,1,15,22,1106.35,1.10635,1/15/22 22:00
2022,1,15,23,1144.44,1.14444,1/15/22 23:00
2022,1,16,0,1254.38,1.25438,1/16/22 0:00
2022,1,16,1,1360.99,1.36099,1/16/22 1:00
2022,1,16,2,1414.78,1.41478,1/16/22 2:00
2022,1,16,3,1412.3,1.4123,1/16/22 3:00
2022,1,16,4,1503.06,1.50306,1/16/22 4:00
2022,1,16,5,1411.46,1.41146,1/16/22 5:00
2022,1,16,6,1491.28,1.49128,1/16/22 6:00
2022,1,16,7,1459.56,1.45956,1/16/22 7:00
2022,1,16,8,1486.52,1.48652,1/16/22 8:00
2022,1,16,9,1463.98,1.46398,1/16/22 9:00
2022,1,16,10,1333.09,1.33309,1/16/22 10:00
2022,1,16,11,1132.06,1.13206,1/16/22 11:00
2022,1,16,12,1091.33,1.09133,1/16/22 12:00
2022,1,16,13,1075.21,1.07521,1/16/22 13:00
2022,1,16,14,1092.51,1.09251,1/16/22 14:00
2022,1,16,15,1118.94,1.11894,1/16/22 15:00
2022,1,16,16,1170.07,1.17007,1/16/22 16:00
2022,1,16,17,1238.19,1.23819,1/16/22 17:00
2022,1,16,18,1208.54,1.20854,1/16/22 18:00
2022,1,16,19,1170.2,1.1702,1/16/22 19:00
2022,1,16,20,1165.04,1.16504,1/16/22 20:00
2022,1,16,21,1237.78,1.23778,1/16/22 21:00
2022,1,16,22,1287.04,1.28704,1/16/22 22:00
2022,1,16,23,1332.5,1.3325,1/16/22 23:00
2022,1,17,0,1351.69,1.35169,1/17/22 0:00
2022,1,17,1,1451.9,1.4519,1/17/22 1:00
2022,1,17,2,1370.47,1.37047,1/17/22 2:00
2022,1,17,3,1331.72,1.33172,1/17/22 3:00
2022,1,17,4,1462.26,1.46226,1/17/22 4:00
2022,1,17,5,1760.74,1.76074,1/17/22 5:00
2022,1,17,6,2029.07,2.02907,1/17/22 6:00
2022,1,17,7,2004.69,2.00469,1/17/22 7:00
2022,1,17,8,2121.09,2.12109,1/17/22 8:00
2022,1,17,9,2094.08,2.09408,1/17/22 9:00
2022,1,17,10,1956.58,1.95658,1/17/22 10:00
2022,1,17,11,1601.57,1.60157,1/17/22 11:00
2022,1,17,12,1451.17,1.45117,1/17/22 12:00
2022,1,17,13,1418.16,1.41816,1/17/22 13:00
2022,1,17,14,1456.37,1.45637,1/17/22 14:00
2022,1,17,15,1401.32,1.40132,1/17/22 15:00
2022,1,17,16,1412,1.412,1/17/22 16:00
2022,1,17,17,1492.07,1.49207,1/17/22 17:00
2022,1,17,18,1499.94,1.49994,1/17/22 18:00
2022,1,17,19,1403.97,1.40397,1/17/22 19:00
2022,1,17,20,1416.63,1.41663,1/17/22 20:00
2022,1,17,21,1500.73,1.50073,1/17/22 21:00
2022,1,17,22,1527.29,1.52729,1/17/22 22:00
2022,1,17,23,1424.77,1.42477,1/17/22 23:00
2022,1,18,0,1332.45,1.33245,1/18/22 0:00
2022,1,18,1,1344.65,1.34465,1/18/22 1:00
2022,1,18,2,1381.78,1.38178,1/18/22 2:00
2022,1,18,3,1379,1.379,1/18/22 3:00
2022,1,18,4,1524.58,1.52458,1/18/22 4:00
2022,1,18,5,1747.66,1.74766,1/18/22 5:00
2022,1,18,6,1976.99,1.97699,1/18/22 6:00
2022,1,18,7,2019.05,2.01905,1/18/22 7:00
2022,1,18,8,1959.13,1.95913,1/18/22 8:00
2022,1,18,9,1941.29,1.94129,1/18/22 9:00
2022,1,18,10,1743.23,1.74323,1/18/22 10:00
2022,1,18,11,1594.96,1.59496,1/18/22 11:00
2022,1,18,12,1613.87,1.61387,1/18/22 12:00
2022,1,18,13,1623.18,1.62318,1/18/22 13:00
2022,1,18,14,1551.34,1.55134,1/18/22 14:00
2022,1,18,15,1481.52,1.48152,1/18/22 15:00
2022,1,18,16,1500.27,1.50027,1/18/22 16:00
2022,1,18,17,1447.03,1.44703,1/18/22 17:00
2022,1,18,18,1406.02,1.40602,1/18/22 18:00
2022,1,18,19,1369.52,1.36952,1/18/22 19:00
2022,1,18,20,1365,1.365,1/18/22 20:00
2022,1,18,21,1350.04,1.35004,1/18/22 21:00
2022,1,18,22,1369.05,1.36905,1/18/22 22:00
2022,1,18,23,1293.41,1.29341,1/18/22 23:00
2022,1,19,0,1318.81,1.31881,1/19/22 0:00
2022,1,19,1,1409.76,1.40976,1/19/22 1:00
2022,1,19,2,1441.31,1.44131,1/19/22 2:00
2022,1,19,3,1436.11,1.43611,1/19/22 3:00
2022,1,19,4,1488.49,1.48849,1/19/22 4:00
2022,1,19,5,1703.34,1.70334,1/19/22 5:00
2022,1,19,6,1868.1,1.8681,1/19/22 6:00
2022,1,19,7,1893,1.893,1/19/22 7:00
2022,1,19,8,1936.09,1.93609,1/19/22 8:00
2022,1,19,9,1903.24,1.90324,1/19/22 9:00
2022,1,19,10,1774.83,1.77483,1/19/22 10:00
2022,1,19,11,1589.57,1.58957,1/19/22 11:00
2022,1,19,12,1566.88,1.56688,1/19/22 12:00
2022,1,19,13,1573.6,1.5736,1/19/22 13:00
2022,1,19,14,1564.96,1.56496,1/19/22 14:00
2022,1,19,15,1563.09,1.56309,1/19/22 15:00
2022,1,19,16,1505.61,1.50561,1/19/22 16:00
2022,1,19,17,1397,1.397,1/19/22 17:00
2022,1,19,18,1399.15,1.39915,1/19/22 18:00
2022,1,19,19,1521.28,1.52128,1/19/22 19:00
2022,1,19,20,1514.46,1.51446,1/19/22 20:00
2022,1,19,21,1415.36,1.41536,1/19/22 21:00
2022,1,19,22,1378.68,1.37868,1/19/22 22:00
2022,1,19,23,1333.86,1.33386,1/19/22 23:00
2022,1,20,0,1349.85,1.34985,1/20/22 0:00
2022,1,20,1,1328.98,1.32898,1/20/22 1:00
2022,1,20,2,1369.3,1.3693,1/20/22 2:00
2022,1,20,3,1462.72,1.46272,1/20/22 3:00
2022,1,20,4,1604.46,1.60446,1/20/22 4:00
2022,1,20,5,1744.55,1.74455,1/20/22 5:00
2022,1,20,6,2080.19,2.08019,1/20/22 6:00
2022,1,20,7,2271.95,2.27195,1/20/22 7:00
2022,1,20,8,2193.22,2.19322,1/20/22 8:00
2022,1,20,9,2017,2.017,1/20/22 9:00
2022,1,20,10,1803.09,1.80309,1/20/22 10:00
2022,1,20,11,1658.17,1.65817,1/20/22 11:00
2022,1,20,12,1639.85,1.63985,1/20/22 12:00
2022,1,20,13,1643.77,1.64377,1/20/22 13:00
2022,1,20,14,1628.56,1.62856,1/20/22 14:00
2022,1,20,15,1633.85,1.63385,1/20/22 15:00
2022,1,20,16,1570.35,1.57035,1/20/22 16:00
2022,1,20,17,1503.54,1.50354,1/20/22 17:00
2022,1,20,18,1460.63,1.46063,1/20/22 18:00
2022,1,20,19,1481.98,1.48198,1/20/22 19:00
2022,1,20,20,1474.76,1.47476,1/20/22 20:00
2022,1,20,21,1451.57,1.45157,1/20/22 21:00
2022,1,20,22,1444.92,1.44492,1/20/22 22:00
2022,1,20,23,1448.98,1.44898,1/20/22 23:00
2022,1,21,0,1372.49,1.37249,1/21/22 0:00
2022,1,21,1,1461.42,1.46142,1/21/22 1:00
2022,1,21,2,1459.4,1.4594,1/21/22 2:00
