RT_Demand,GW,Date,Hr_End,time
"11,941.46",11.941461,Jan-21,01,1/1/21 1:00
"11,505.92",11.505917,Jan-21,02,1/1/21 2:00
"11,243.50",11.243501,Jan-21,03,1/1/21 3:00
"11,166.09",11.166091,Jan-21,04,1/1/21 4:00
"11,281.03",11.281033,Jan-21,05,1/1/21 5:00
"11,644.13",11.644132,Jan-21,06,1/1/21 6:00
"12,161.47",12.161472,Jan-21,07,1/1/21 7:00
"12,555.83",12.555829,Jan-21,08,1/1/21 8:00
"12,748.49",12.748492,Jan-21,09,1/1/21 9:00
"12,740.86",12.74086,Jan-21,10,1/1/21 10:00
"12,758.21",12.758205,Jan-21,11,1/1/21 11:00
"12,973.76",12.973761,Jan-21,12,1/1/21 12:00
"13,251.88",13.251877,Jan-21,13,1/1/21 13:00
"13,474.44",13.474442,Jan-21,14,1/1/21 14:00
"13,690.52",13.690515,Jan-21,15,1/1/21 15:00
"14,109.76",14.109761,Jan-21,16,1/1/21 16:00
"15,148.91",15.14891,Jan-21,17,1/1/21 17:00
"15,808.12",15.808122,Jan-21,18,1/1/21 18:00
"15,495.23",15.495234,Jan-21,19,1/1/21 19:00
"14,962.91",14.962911,Jan-21,20,1/1/21 20:00
"14,378.47",14.37847,Jan-21,21,1/1/21 21:00
"13,683.40",13.683403,Jan-21,22,1/1/21 22:00
"12,857.36",12.857362,Jan-21,23,1/1/21 23:00
"12,055.08",12.055076,Jan-21,24,1/1/21 0:00
"11,419.63",11.419634,Jan-21,01,1/2/21 1:00
"10,970.70",10.970704,Jan-21,02,1/2/21 2:00
"10,729.60",10.729599,Jan-21,03,1/2/21 3:00
"10,616.98",10.616976,Jan-21,04,1/2/21 4:00
"10,662.09",10.662092,Jan-21,05,1/2/21 5:00
"10,933.62",10.933621,Jan-21,06,1/2/21 6:00
"11,429.75",11.429745,Jan-21,07,1/2/21 7:00
"11,991.12",11.99112,Jan-21,08,1/2/21 8:00
"12,693.55",12.69355,Jan-21,09,1/2/21 9:00
"13,294.28",13.294282,Jan-21,10,1/2/21 10:00
"13,549.93",13.549925,Jan-21,11,1/2/21 11:00
"13,588.40",13.588404,Jan-21,12,1/2/21 12:00
"13,294.80",13.2948,Jan-21,13,1/2/21 13:00
"13,169.82",13.169821,Jan-21,14,1/2/21 14:00
"13,228.78",13.228775,Jan-21,15,1/2/21 15:00
"13,558.29",13.558286,Jan-21,16,1/2/21 16:00
"14,592.88",14.592875,Jan-21,17,1/2/21 17:00
"15,489.31",15.489313,Jan-21,18,1/2/21 18:00
"15,308.38",15.308384,Jan-21,19,1/2/21 19:00
"14,851.61",14.851614,Jan-21,20,1/2/21 20:00
"14,301.76",14.301758,Jan-21,21,1/2/21 21:00
"13,658.61",13.658607,Jan-21,22,1/2/21 22:00
"12,872.93",12.872933,Jan-21,23,1/2/21 23:00
"12,114.56",12.114558,Jan-21,24,1/2/21 0:00
"11,511.82",11.511824,Jan-21,01,1/3/21 1:00
"11,135.78",11.135779,Jan-21,02,1/3/21 2:00
"10,956.80",10.956797,Jan-21,03,1/3/21 3:00
"10,921.58",10.921577,Jan-21,04,1/3/21 4:00
"11,023.11",11.023112,Jan-21,05,1/3/21 5:00
"11,309.78",11.309779,Jan-21,06,1/3/21 6:00
"11,796.58",11.796584,Jan-21,07,1/3/21 7:00
"12,326.29",12.32629,Jan-21,08,1/3/21 8:00
"12,996.50",12.996503,Jan-21,09,1/3/21 9:00
"13,666.38",13.666383,Jan-21,10,1/3/21 10:00
"14,191.21",14.191214,Jan-21,11,1/3/21 11:00
"14,589.47",14.589474,Jan-21,12,1/3/21 12:00
"14,822.91",14.822912,Jan-21,13,1/3/21 13:00
"14,866.70",14.866698,Jan-21,14,1/3/21 14:00
"14,947.25",14.947253,Jan-21,15,1/3/21 15:00
"15,156.50",15.156503,Jan-21,16,1/3/21 16:00
"15,992.66",15.992657,Jan-21,17,1/3/21 17:00
"16,547.71",16.54771,Jan-21,18,1/3/21 18:00
"16,199.16",16.199159,Jan-21,19,1/3/21 19:00
"15,575.95",15.575948,Jan-21,20,1/3/21 20:00
"14,875.45",14.875446,Jan-21,21,1/3/21 21:00
"13,983.03",13.983026,Jan-21,22,1/3/21 22:00
"12,971.58",12.971582,Jan-21,23,1/3/21 23:00
"12,094.80",12.094796,Jan-21,24,1/3/21 0:00
"11,492.40",11.492402,Jan-21,01,1/4/21 1:00
"11,151.61",11.151613,Jan-21,02,1/4/21 2:00
"11,031.35",11.031352,Jan-21,03,1/4/21 3:00
"11,066.32",11.066316,Jan-21,04,1/4/21 4:00
"11,415.93",11.415934,Jan-21,05,1/4/21 5:00
"12,242.60",12.242601,Jan-21,06,1/4/21 6:00
"13,545.59",13.545593,Jan-21,07,1/4/21 7:00
"14,692.00",14.691997,Jan-21,08,1/4/21 8:00
"15,295.80",15.295803,Jan-21,09,1/4/21 9:00
"15,444.02",15.444023,Jan-21,10,1/4/21 10:00
"15,360.75",15.360752,Jan-21,11,1/4/21 11:00
"15,229.47",15.229466,Jan-21,12,1/4/21 12:00
"14,961.59",14.961587,Jan-21,13,1/4/21 13:00
"14,704.65",14.704653,Jan-21,14,1/4/21 14:00
"14,638.16",14.638157,Jan-21,15,1/4/21 15:00
"14,929.23",14.929226,Jan-21,16,1/4/21 16:00
"15,869.77",15.86977,Jan-21,17,1/4/21 17:00
"16,859.76",16.859757,Jan-21,18,1/4/21 18:00
"16,624.64",16.62464,Jan-21,19,1/4/21 19:00
"16,058.75",16.058747,Jan-21,20,1/4/21 20:00
"15,311.95",15.311954,Jan-21,21,1/4/21 21:00
"14,388.58",14.388576,Jan-21,22,1/4/21 22:00
"13,343.30",13.343296,Jan-21,23,1/4/21 23:00
"12,400.39",12.400386,Jan-21,24,1/4/21 0:00
"11,755.32",11.755318,Jan-21,01,1/5/21 1:00
"11,406.69",11.406685,Jan-21,02,1/5/21 2:00
"11,252.60",11.252602,Jan-21,03,1/5/21 3:00
"11,275.53",11.27553,Jan-21,04,1/5/21 4:00
"11,579.77",11.579773,Jan-21,05,1/5/21 5:00
"12,387.44",12.387442,Jan-21,06,1/5/21 6:00
"13,665.79",13.665792,Jan-21,07,1/5/21 7:00
"14,762.28",14.762282,Jan-21,08,1/5/21 8:00
"15,301.34",15.301344,Jan-21,09,1/5/21 9:00
"15,367.25",15.367249,Jan-21,10,1/5/21 10:00
"15,360.86",15.360855,Jan-21,11,1/5/21 11:00
"15,394.43",15.39443,Jan-21,12,1/5/21 12:00
"15,380.62",15.380615,Jan-21,13,1/5/21 13:00
"15,388.10",15.388097,Jan-21,14,1/5/21 14:00
"15,393.19",15.393193,Jan-21,15,1/5/21 15:00
"15,569.12",15.56912,Jan-21,16,1/5/21 16:00
"16,337.59",16.337585,Jan-21,17,1/5/21 17:00
"17,052.85",17.05285,Jan-21,18,1/5/21 18:00
"16,758.31",16.758311,Jan-21,19,1/5/21 19:00
"16,159.71",16.159709,Jan-21,20,1/5/21 20:00
"15,368.54",15.368535,Jan-21,21,1/5/21 21:00
"14,408.48",14.408482,Jan-21,22,1/5/21 22:00
"13,318.88",13.318881,Jan-21,23,1/5/21 23:00
"12,370.02",12.370023,Jan-21,24,1/5/21 0:00
"11,725.36",11.725361,Jan-21,01,1/6/21 1:00
"11,361.36",11.361362,Jan-21,02,1/6/21 2:00
"11,215.09",11.21509,Jan-21,03,1/6/21 3:00
"11,222.06",11.222056,Jan-21,04,1/6/21 4:00
"11,536.01",11.536007,Jan-21,05,1/6/21 5:00
"12,346.33",12.346333,Jan-21,06,1/6/21 6:00
"13,631.96",13.631963,Jan-21,07,1/6/21 7:00
"14,725.28",14.725275,Jan-21,08,1/6/21 8:00
"15,190.56",15.190558,Jan-21,09,1/6/21 9:00
"15,115.93",15.11593,Jan-21,10,1/6/21 10:00
"14,915.29",14.915285,Jan-21,11,1/6/21 11:00
"14,785.66",14.785656,Jan-21,12,1/6/21 12:00
"14,745.00",14.745,Jan-21,13,1/6/21 13:00
"14,708.66",14.70866,Jan-21,14,1/6/21 14:00
"14,771.13",14.771128,Jan-21,15,1/6/21 15:00
"15,080.10",15.080104,Jan-21,16,1/6/21 16:00
"16,002.92",16.002916,Jan-21,17,1/6/21 17:00
"16,981.64",16.981637,Jan-21,18,1/6/21 18:00
"16,737.01",16.737009,Jan-21,19,1/6/21 19:00
"16,199.16",16.199162,Jan-21,20,1/6/21 20:00
"15,476.55",15.47655,Jan-21,21,1/6/21 21:00
"14,592.84",14.592842,Jan-21,22,1/6/21 22:00
"13,519.15",13.519145,Jan-21,23,1/6/21 23:00
"12,586.11",12.586113,Jan-21,24,1/6/21 0:00
"11,960.28",11.96028,Jan-21,01,1/7/21 1:00
"11,580.01",11.580005,Jan-21,02,1/7/21 2:00
"11,424.10",11.4241,Jan-21,03,1/7/21 3:00
"11,450.76",11.450761,Jan-21,04,1/7/21 4:00
"11,777.68",11.777684,Jan-21,05,1/7/21 5:00
"12,609.52",12.609515,Jan-21,06,1/7/21 6:00
"13,931.77",13.931767,Jan-21,07,1/7/21 7:00
"14,977.23",14.977233,Jan-21,08,1/7/21 8:00
"15,262.76",15.262762,Jan-21,09,1/7/21 9:00
"14,993.07",14.993071,Jan-21,10,1/7/21 10:00
"14,669.98",14.669981,Jan-21,11,1/7/21 11:00
"14,427.68",14.427675,Jan-21,12,1/7/21 12:00
"14,277.18",14.277176,Jan-21,13,1/7/21 13:00
"14,220.09",14.220091,Jan-21,14,1/7/21 14:00
"14,328.20",14.328196,Jan-21,15,1/7/21 15:00
"14,777.52",14.777518,Jan-21,16,1/7/21 16:00
"15,763.34",15.763337,Jan-21,17,1/7/21 17:00
"16,840.18",16.840177,Jan-21,18,1/7/21 18:00
"16,673.68",16.673681,Jan-21,19,1/7/21 19:00
"16,177.76",16.177756,Jan-21,20,1/7/21 20:00
"15,516.52",15.516517,Jan-21,21,1/7/21 21:00
"14,652.19",14.652193,Jan-21,22,1/7/21 22:00
"13,619.80",13.619798,Jan-21,23,1/7/21 23:00
"12,729.60",12.729601,Jan-21,24,1/7/21 0:00
"12,137.13",12.137131,Jan-21,01,1/8/21 1:00
"11,811.23",11.811231,Jan-21,02,1/8/21 2:00
"11,683.98",11.683977,Jan-21,03,1/8/21 3:00
"11,731.42",11.731422,Jan-21,04,1/8/21 4:00
"12,080.88",12.080875,Jan-21,05,1/8/21 5:00
"12,896.81",12.896805,Jan-21,06,1/8/21 6:00
"14,211.54",14.211539,Jan-21,07,1/8/21 7:00
"15,280.56",15.280555,Jan-21,08,1/8/21 8:00
"15,527.15",15.527145,Jan-21,09,1/8/21 9:00
"15,179.67",15.179673,Jan-21,10,1/8/21 10:00
"14,756.88",14.756884,Jan-21,11,1/8/21 11:00
"14,453.80",14.453801,Jan-21,12,1/8/21 12:00
"14,217.13",14.217128,Jan-21,13,1/8/21 13:00
"14,180.32",14.180317,Jan-21,14,1/8/21 14:00
"14,358.18",14.358181,Jan-21,15,1/8/21 15:00
"14,816.91",14.816913,Jan-21,16,1/8/21 16:00
"15,723.62",15.723624,Jan-21,17,1/8/21 17:00
"16,601.67",16.601666,Jan-21,18,1/8/21 18:00
"16,397.47",16.397465,Jan-21,19,1/8/21 19:00
"15,884.93",15.884929,Jan-21,20,1/8/21 20:00
"15,335.89",15.335886,Jan-21,21,1/8/21 21:00
"14,623.93",14.623933,Jan-21,22,1/8/21 22:00
"13,749.83",13.749832,Jan-21,23,1/8/21 23:00
"12,898.93",12.898931,Jan-21,24,1/8/21 0:00
"12,294.38",12.294384,Jan-21,01,1/9/21 1:00
"11,927.38",11.927382,Jan-21,02,1/9/21 2:00
"11,736.77",11.736765,Jan-21,03,1/9/21 3:00
"11,711.51",11.711513,Jan-21,04,1/9/21 4:00
"11,848.41",11.848406,Jan-21,05,1/9/21 5:00
"12,246.18",12.246184,Jan-21,06,1/9/21 6:00
"12,905.54",12.905539,Jan-21,07,1/9/21 7:00
"13,546.53",13.546532,Jan-21,08,1/9/21 8:00
"13,993.61",13.99361,Jan-21,09,1/9/21 9:00
"14,114.93",14.114926,Jan-21,10,1/9/21 10:00
"14,061.55",14.061549,Jan-21,11,1/9/21 11:00
"13,914.26",13.914255,Jan-21,12,1/9/21 12:00
"13,815.86",13.815864,Jan-21,13,1/9/21 13:00
"13,863.91",13.863905,Jan-21,14,1/9/21 14:00
"14,084.33",14.084325,Jan-21,15,1/9/21 15:00
"14,499.92",14.499918,Jan-21,16,1/9/21 16:00
"15,375.14",15.375135,Jan-21,17,1/9/21 17:00
"16,157.15",16.157153,Jan-21,18,1/9/21 18:00
"15,910.94",15.91094,Jan-21,19,1/9/21 19:00
"15,378.49",15.378488,Jan-21,20,1/9/21 20:00
"14,806.53",14.806533,Jan-21,21,1/9/21 21:00
"14,088.59",14.088591,Jan-21,22,1/9/21 22:00
"13,257.66",13.257658,Jan-21,23,1/9/21 23:00
"12,474.61",12.47461,Jan-21,24,1/9/21 0:00
"11,847.72",11.847716,Jan-21,01,1/10/21 1:00
"11,439.36",11.439357,Jan-21,02,1/10/21 2:00
"11,275.25",11.275254,Jan-21,03,1/10/21 3:00
"11,217.76",11.217758,Jan-21,04,1/10/21 4:00
"11,328.11",11.328114,Jan-21,05,1/10/21 5:00
"11,633.60",11.633601,Jan-21,06,1/10/21 6:00
"12,179.59",12.179587,Jan-21,07,1/10/21 7:00
"12,720.78",12.720782,Jan-21,08,1/10/21 8:00
"13,156.84",13.156836,Jan-21,09,1/10/21 9:00
"13,269.50",13.269496,Jan-21,10,1/10/21 10:00
"13,162.77",13.162772,Jan-21,11,1/10/21 11:00
"13,082.53",13.082532,Jan-21,12,1/10/21 12:00
"13,076.07",13.076071,Jan-21,13,1/10/21 13:00
"13,032.66",13.032658,Jan-21,14,1/10/21 14:00
"13,230.64",13.23064,Jan-21,15,1/10/21 15:00
"13,773.04",13.77304,Jan-21,16,1/10/21 16:00
"14,936.75",14.936746,Jan-21,17,1/10/21 17:00
"16,102.31",16.102312,Jan-21,18,1/10/21 18:00
"15,987.99",15.987988,Jan-21,19,1/10/21 19:00
"15,492.67",15.492665,Jan-21,20,1/10/21 20:00
"14,909.72",14.90972,Jan-21,21,1/10/21 21:00
"14,140.92",14.140924,Jan-21,22,1/10/21 22:00
"13,252.88",13.252875,Jan-21,23,1/10/21 23:00
"12,482.52",12.482515,Jan-21,24,1/10/21 0:00
"11,975.95",11.975947,Jan-21,01,1/11/21 1:00
"11,703.96",11.70396,Jan-21,02,1/11/21 2:00
"11,666.78",11.666783,Jan-21,03,1/11/21 3:00
"11,776.07",11.776073,Jan-21,04,1/11/21 4:00
"12,182.16",12.182158,Jan-21,05,1/11/21 5:00
"13,105.60",13.105603,Jan-21,06,1/11/21 6:00
"14,567.67",14.567667,Jan-21,07,1/11/21 7:00
"15,691.79",15.691785,Jan-21,08,1/11/21 8:00
"16,139.48",16.139478,Jan-21,09,1/11/21 9:00
"16,186.60",16.1866,Jan-21,10,1/11/21 10:00
"16,159.83",16.159825,Jan-21,11,1/11/21 11:00
"16,214.38",16.214375,Jan-21,12,1/11/21 12:00
"16,144.57",16.144574,Jan-21,13,1/11/21 13:00
"16,058.00",16.058,Jan-21,14,1/11/21 14:00
"15,934.84",15.934844,Jan-21,15,1/11/21 15:00
"15,972.70",15.972703,Jan-21,16,1/11/21 16:00
"16,573.27",16.573273,Jan-21,17,1/11/21 17:00
"17,283.88",17.283875,Jan-21,18,1/11/21 18:00
"16,950.12",16.950121,Jan-21,19,1/11/21 19:00
"16,333.12",16.333119,Jan-21,20,1/11/21 20:00
"15,552.08",15.552082,Jan-21,21,1/11/21 21:00
"14,605.93",14.60593,Jan-21,22,1/11/21 22:00
"13,562.17",13.562173,Jan-21,23,1/11/21 23:00
"12,694.72",12.69472,Jan-21,24,1/11/21 0:00
"12,111.96",12.111957,Jan-21,01,1/12/21 1:00
"11,815.27",11.81527,Jan-21,02,1/12/21 2:00
"11,696.32",11.696317,Jan-21,03,1/12/21 3:00
"11,744.40",11.744397,Jan-21,04,1/12/21 4:00
"12,106.08",12.106077,Jan-21,05,1/12/21 5:00
"12,946.64",12.94664,Jan-21,06,1/12/21 6:00
"14,322.92",14.322921,Jan-21,07,1/12/21 7:00
"15,363.23",15.363234,Jan-21,08,1/12/21 8:00
"15,670.78",15.670781,Jan-21,09,1/12/21 9:00
"15,453.70",15.453702,Jan-21,10,1/12/21 10:00
"15,071.17",15.071169,Jan-21,11,1/12/21 11:00
"14,720.99",14.720989,Jan-21,12,1/12/21 12:00
"14,613.83",14.613829,Jan-21,13,1/12/21 13:00
"14,638.30",14.638297,Jan-21,14,1/12/21 14:00
"14,736.65",14.736654,Jan-21,15,1/12/21 15:00
"15,020.99",15.020993,Jan-21,16,1/12/21 16:00
"15,869.12",15.869117,Jan-21,17,1/12/21 17:00
"16,803.92",16.803924,Jan-21,18,1/12/21 18:00
"16,559.06",16.559056,Jan-21,19,1/12/21 19:00
"15,933.01",15.933007,Jan-21,20,1/12/21 20:00
"15,167.51",15.167508,Jan-21,21,1/12/21 21:00
"14,229.49",14.229487,Jan-21,22,1/12/21 22:00
"13,146.89",13.146892,Jan-21,23,1/12/21 23:00
"12,213.46",12.213457,Jan-21,24,1/12/21 0:00
"11,610.78",11.610778,Jan-21,01,1/13/21 1:00
"11,274.08",11.274075,Jan-21,02,1/13/21 2:00
"11,130.73",11.130734,Jan-21,03,1/13/21 3:00
"11,154.77",11.154773,Jan-21,04,1/13/21 4:00
"11,526.22",11.526217,Jan-21,05,1/13/21 5:00
"12,395.21",12.395205,Jan-21,06,1/13/21 6:00
"13,790.34",13.790339,Jan-21,07,1/13/21 7:00
"14,881.86",14.881862,Jan-21,08,1/13/21 8:00
"15,175.05",15.17505,Jan-21,09,1/13/21 9:00
"14,921.64",14.921644,Jan-21,10,1/13/21 10:00
"14,652.05",14.652052,Jan-21,11,1/13/21 11:00
"14,574.11",14.574113,Jan-21,12,1/13/21 12:00
"14,630.28",14.630275,Jan-21,13,1/13/21 13:00
"14,732.58",14.732582,Jan-21,14,1/13/21 14:00
"14,835.10",14.835095,Jan-21,15,1/13/21 15:00
"15,063.23",15.063227,Jan-21,16,1/13/21 16:00
"15,799.57",15.799566,Jan-21,17,1/13/21 17:00
"16,590.27",16.590271,Jan-21,18,1/13/21 18:00
"16,297.87",16.297865,Jan-21,19,1/13/21 19:00
"15,683.58",15.683578,Jan-21,20,1/13/21 20:00
"14,935.58",14.935577,Jan-21,21,1/13/21 21:00
"14,006.11",14.006109,Jan-21,22,1/13/21 22:00
"12,917.72",12.917715,Jan-21,23,1/13/21 23:00
"12,026.18",12.026177,Jan-21,24,1/13/21 0:00
"11,431.86",11.431858,Jan-21,01,1/14/21 1:00
"11,115.21",11.115206,Jan-21,02,1/14/21 2:00
"10,972.59",10.97259,Jan-21,03,1/14/21 3:00
"10,985.87",10.985868,Jan-21,04,1/14/21 4:00
"11,311.30",11.311302,Jan-21,05,1/14/21 5:00
"12,147.12",12.147119,Jan-21,06,1/14/21 6:00
"13,472.21",13.472209,Jan-21,07,1/14/21 7:00
"14,579.40",14.579399,Jan-21,08,1/14/21 8:00
"15,084.58",15.084575,Jan-21,09,1/14/21 9:00
"15,126.32",15.126321,Jan-21,10,1/14/21 10:00
"15,076.74",15.076738,Jan-21,11,1/14/21 11:00
"15,068.87",15.068873,Jan-21,12,1/14/21 12:00
"14,962.94",14.96294,Jan-21,13,1/14/21 13:00
"14,971.76",14.971758,Jan-21,14,1/14/21 14:00
"14,952.96",14.95296,Jan-21,15,1/14/21 15:00
"15,018.96",15.018959,Jan-21,16,1/14/21 16:00
"15,599.92",15.599924,Jan-21,17,1/14/21 17:00
"16,380.14",16.380139,Jan-21,18,1/14/21 18:00
"16,118.96",16.118958,Jan-21,19,1/14/21 19:00
"15,484.00",15.483998,Jan-21,20,1/14/21 20:00
"14,763.50",14.763504,Jan-21,21,1/14/21 21:00
"13,854.58",13.854578,Jan-21,22,1/14/21 22:00
"12,790.34",12.790339,Jan-21,23,1/14/21 23:00
"11,876.55",11.876553,Jan-21,24,1/14/21 0:00
"11,264.96",11.264964,Jan-21,01,1/15/21 1:00
"10,902.18",10.902175,Jan-21,02,1/15/21 2:00
"10,754.41",10.754408,Jan-21,03,1/15/21 3:00
"10,772.21",10.772208,Jan-21,04,1/15/21 4:00
"11,100.26",11.100262,Jan-21,05,1/15/21 5:00
"11,910.86",11.910861,Jan-21,06,1/15/21 6:00
"13,205.55",13.205554,Jan-21,07,1/15/21 7:00
"14,295.57",14.29557,Jan-21,08,1/15/21 8:00
"14,706.87",14.706872,Jan-21,09,1/15/21 9:00
"14,595.00",14.595002,Jan-21,10,1/15/21 10:00
"14,402.75",14.402752,Jan-21,11,1/15/21 11:00
"14,316.07",14.31607,Jan-21,12,1/15/21 12:00
"14,352.88",14.352877,Jan-21,13,1/15/21 13:00
"14,411.12",14.411118,Jan-21,14,1/15/21 14:00
"14,440.10",14.440101,Jan-21,15,1/15/21 15:00
"14,559.44",14.55944,Jan-21,16,1/15/21 16:00
"15,185.65",15.185649,Jan-21,17,1/15/21 17:00
"15,881.85",15.881846,Jan-21,18,1/15/21 18:00
"15,593.95",15.593947,Jan-21,19,1/15/21 19:00
"15,023.10",15.023098,Jan-21,20,1/15/21 20:00
"14,385.70",14.385695,Jan-21,21,1/15/21 21:00
"13,623.99",13.623987,Jan-21,22,1/15/21 22:00
"12,708.11",12.708112,Jan-21,23,1/15/21 23:00
"11,856.50",11.856501,Jan-21,24,1/15/21 0:00
"11,209.10",11.209102,Jan-21,01,1/16/21 1:00
"10,772.88",10.77288,Jan-21,02,1/16/21 2:00
"10,567.52",10.567524,Jan-21,03,1/16/21 3:00
"10,483.68",10.483679,Jan-21,04,1/16/21 4:00
"10,586.80",10.586803,Jan-21,05,1/16/21 5:00
"10,933.83",10.933825,Jan-21,06,1/16/21 6:00
"11,521.93",11.521925,Jan-21,07,1/16/21 7:00
"12,265.07",12.265069,Jan-21,08,1/16/21 8:00
"13,083.65",13.08365,Jan-21,09,1/16/21 9:00
"13,785.17",13.785171,Jan-21,10,1/16/21 10:00
"14,184.38",14.184377,Jan-21,11,1/16/21 11:00
"14,287.75",14.287753,Jan-21,12,1/16/21 12:00
"14,089.24",14.089241,Jan-21,13,1/16/21 13:00
"13,755.87",13.755871,Jan-21,14,1/16/21 14:00
"13,532.67",13.532669,Jan-21,15,1/16/21 15:00
"13,668.28",13.668277,Jan-21,16,1/16/21 16:00
"14,323.68",14.32368,Jan-21,17,1/16/21 17:00
"15,018.35",15.018352,Jan-21,18,1/16/21 18:00
"14,795.14",14.795136,Jan-21,19,1/16/21 19:00
"14,224.85",14.224846,Jan-21,20,1/16/21 20:00
"13,682.82",13.682823,Jan-21,21,1/16/21 21:00
"13,032.93",13.032928,Jan-21,22,1/16/21 22:00
"12,314.05",12.31405,Jan-21,23,1/16/21 23:00
"11,595.69",11.59569,Jan-21,24,1/16/21 0:00
"11,019.94",11.019939,Jan-21,01,1/17/21 1:00
"10,697.22",10.697222,Jan-21,02,1/17/21 2:00
"10,523.22",10.523215,Jan-21,03,1/17/21 3:00
"10,488.32",10.488321,Jan-21,04,1/17/21 4:00
"10,582.16",10.58216,Jan-21,05,1/17/21 5:00
"10,867.10",10.867098,Jan-21,06,1/17/21 6:00
"11,398.18",11.398176,Jan-21,07,1/17/21 7:00
"11,910.74",11.910742,Jan-21,08,1/17/21 8:00
"12,400.41",12.400409,Jan-21,09,1/17/21 9:00
"12,640.77",12.640769,Jan-21,10,1/17/21 10:00
"12,750.75",12.750751,Jan-21,11,1/17/21 11:00
"12,955.73",12.955726,Jan-21,12,1/17/21 12:00
"13,227.97",13.227971,Jan-21,13,1/17/21 13:00
"13,332.06",13.332056,Jan-21,14,1/17/21 14:00
"13,422.96",13.422959,Jan-21,15,1/17/21 15:00
"13,723.61",13.723609,Jan-21,16,1/17/21 16:00
"14,515.12",14.515124,Jan-21,17,1/17/21 17:00
"15,400.78",15.400781,Jan-21,18,1/17/21 18:00
"15,186.62",15.186622,Jan-21,19,1/17/21 19:00
"14,531.90",14.531903,Jan-21,20,1/17/21 20:00
"13,911.45",13.911449,Jan-21,21,1/17/21 21:00
"13,134.13",13.134126,Jan-21,22,1/17/21 22:00
"12,279.90",12.279904,Jan-21,23,1/17/21 23:00
"11,470.85",11.470853,Jan-21,24,1/17/21 0:00
"10,903.17",10.90317,Jan-21,01,1/18/21 1:00
"10,552.58",10.552579,Jan-21,02,1/18/21 2:00
"10,415.18",10.415182,Jan-21,03,1/18/21 3:00
"10,438.07",10.438067,Jan-21,04,1/18/21 4:00
"10,752.18",10.752175,Jan-21,05,1/18/21 5:00
"11,458.74",11.458737,Jan-21,06,1/18/21 6:00
"12,506.50",12.506504,Jan-21,07,1/18/21 7:00
"13,355.71",13.355706,Jan-21,08,1/18/21 8:00
"13,704.30",13.704302,Jan-21,09,1/18/21 9:00
"13,691.26",13.691261,Jan-21,10,1/18/21 10:00
"13,674.73",13.674729,Jan-21,11,1/18/21 11:00
"13,843.99",13.84399,Jan-21,12,1/18/21 12:00
"14,036.41",14.036405,Jan-21,13,1/18/21 13:00
"14,097.89",14.097888,Jan-21,14,1/18/21 14:00
"14,130.51",14.130511,Jan-21,15,1/18/21 15:00
"14,414.06",14.414058,Jan-21,16,1/18/21 16:00
"15,251.53",15.251534,Jan-21,17,1/18/21 17:00
"16,310.89",16.310888,Jan-21,18,1/18/21 18:00
"16,085.52",16.085523,Jan-21,19,1/18/21 19:00
"15,500.72",15.500722,Jan-21,20,1/18/21 20:00
"14,810.09",14.810091,Jan-21,21,1/18/21 21:00
"13,966.66",13.96666,Jan-21,22,1/18/21 22:00
"12,980.59",12.980591,Jan-21,23,1/18/21 23:00
"12,160.02",12.160024,Jan-21,24,1/18/21 0:00
"11,636.72",11.636717,Jan-21,01,1/19/21 1:00
"11,399.49",11.399488,Jan-21,02,1/19/21 2:00
"11,312.62",11.312616,Jan-21,03,1/19/21 3:00
"11,393.96",11.393963,Jan-21,04,1/19/21 4:00
"11,782.34",11.78234,Jan-21,05,1/19/21 5:00
"12,688.20",12.688197,Jan-21,06,1/19/21 6:00
"14,117.42",14.117415,Jan-21,07,1/19/21 7:00
"15,171.24",15.171244,Jan-21,08,1/19/21 8:00
"15,380.07",15.380072,Jan-21,09,1/19/21 9:00
"15,062.22",15.062224,Jan-21,10,1/19/21 10:00
"14,701.07",14.701067,Jan-21,11,1/19/21 11:00
"14,576.71",14.576711,Jan-21,12,1/19/21 12:00
"14,634.02",14.634019,Jan-21,13,1/19/21 13:00
"14,651.54",14.651535,Jan-21,14,1/19/21 14:00
"14,755.83",14.755834,Jan-21,15,1/19/21 15:00
"15,049.19",15.049189,Jan-21,16,1/19/21 16:00
"15,752.91",15.752906,Jan-21,17,1/19/21 17:00
"16,676.39",16.676388,Jan-21,18,1/19/21 18:00
"16,482.85",16.482848,Jan-21,19,1/19/21 19:00
"15,868.49",15.868492,Jan-21,20,1/19/21 20:00
"15,132.74",15.132744,Jan-21,21,1/19/21 21:00
"14,227.25",14.227246,Jan-21,22,1/19/21 22:00
"13,203.57",13.203568,Jan-21,23,1/19/21 23:00
"12,347.95",12.347952,Jan-21,24,1/19/21 0:00
"11,770.46",11.770461,Jan-21,01,1/20/21 1:00
"11,461.09",11.461094,Jan-21,02,1/20/21 2:00
"11,311.58",11.31158,Jan-21,03,1/20/21 3:00
"11,317.62",11.317616,Jan-21,04,1/20/21 4:00
"11,632.89",11.632894,Jan-21,05,1/20/21 5:00
"12,440.42",12.440415,Jan-21,06,1/20/21 6:00
"13,774.67",13.774673,Jan-21,07,1/20/21 7:00
"14,887.26",14.887259,Jan-21,08,1/20/21 8:00
"15,386.14",15.386135,Jan-21,09,1/20/21 9:00
"15,481.67",15.481673,Jan-21,10,1/20/21 10:00
